LVL,FLDNM,KNLESSONLANGNM,ESTB,SYLLABUS_DETAIL_URL,SBJTNM,DOWPD,LCTNM,ID
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=97233&lang=jp,英語Ⅳ中級発展（セ）,金2,ベデロ， サイモン,97233
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66195&lang=jp,ドイツ語Ⅱ（Ｃ）,金2,ブッヘンベルゲル， ステファン,66195
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=65569&lang=jp,ドイツ語Ⅳ（Ｂ）（セ）,金2,川島 建太郎,65569
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=98890&lang=jp,ドイツ語Ⅳ（Ｆ）（セ）,金2,三宅 舞,98890
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68771&lang=jp,フランス語Ⅱ中級（Ａ）,金2,設楽 聡子,68771
"2, 3, 4",必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=96347&lang=jp,フランス語ⅣＡ（セ）,金2,石井 珠江,96347
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=25858&lang=jp,中国語Ⅱ（Ｃ）,金2,丁 雷,25858
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=67335&lang=jp,中国語Ⅱ（Ｃ）,金2,周 媛,67335
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=67794&lang=jp,中国語Ⅱ（Ｃ）,金2,李 晶,67794
"2, 3, 4",必修語学科目中国語,その他,文/人文,detail?ttblyr=2023&entno=12031&lang=jp,中国語Ⅳ上級Ａ（セ）,金2,李 旭,12031
"2, 3, 4",必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=98809&lang=jp,中国語Ⅳ上級Ａ（セ）,金2,西端 彩,98809
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=14985&lang=jp,スペイン語Ⅱ（Ｃ）,金2,ペラル　ヒガンテ， アルバロ,14985
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=66764&lang=jp,スペイン語Ⅱ（Ｃ）,金2,サンチェスバレーラ， マルタ,66764
"2, 3, 4",必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=97472&lang=jp,イタリア語ⅣＡ（セ）,金2,京藤 好男,97472
"2, 3, 4",必修語学科目韓国語,日本語,文/人文,detail?ttblyr=2023&entno=85927&lang=jp,韓国語Ⅳ（Ｂ）（セ）,金2,李 瓊,85927
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=73519&lang=jp,哲学Ⅱ,金2,横路 佳幸,73519
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=29557&lang=jp,文学Ⅱ,金2,高際 裕哉,29557
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=60240&lang=jp,文学Ⅱ,金2,小菅 隼人,60240
1,総合教育科目人文科学系列,英語,文/人文,detail?ttblyr=2023&entno=00270&lang=jp,倫理学Ⅱ,金2,エアトル， ヴォルフガング,00270
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=64030&lang=jp,歴史Ⅱ,金2,舘 葉月,64030
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=75545&lang=jp,歴史Ⅱ,金2,山本 裕,75545
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=10662&lang=jp,論理学Ⅱ,金2,弓削 隆一,10662
1,総合教育科目人文科学系列特論,日本語,文/人文,detail?ttblyr=2023&entno=27262&lang=jp,人文科学特論Ⅱ（英米文学）,金2,大串 尚代 他,27262
"2, 3, 4",総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=11017&lang=jp,近代思想史Ⅱ,金2,富村 圭,11017
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=15870&lang=jp,社会学Ⅱ,金2,竹村 英樹,15870
1,総合教育科目社会科学系列特論,日本語,文/人文,detail?ttblyr=2023&entno=52943&lang=jp,社会科学特論Ⅱ（人間科学）,金2,織田 輝哉,52943
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=20382&lang=jp,化学Ⅱ（実験を含む）,"金1,2",岡本 昌樹,20382
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=24301&lang=jp,心理学Ⅱ,金2,瀬口 瑛子,24301
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=30984&lang=jp,生物学Ⅱ（実験を含む）,"金1,2",林 良信,30984
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=40757&lang=jp,生物学Ⅱ（実験を含む）,"金1,2",上村 佳孝,40757
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=65021&lang=jp,生物学Ⅱ（実験を含む）,"金1,2",新屋 みのり,65021
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=52059&lang=jp,物理学Ⅱ（実験を含む）,"金1,2",猪谷 太輔,52059
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=13179&lang=jp,社会心理学Ⅱ,金2,李 津娥,13179
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=32513&lang=jp,地域研究−スペイン事情Ⅱ,金2,八嶋 由香利,32513
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=02441&lang=jp,アート・マネジメントⅡ,金2,中尾 知彦 他,02441
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=20845&lang=jp,スペイン語圏文化研究Ⅱ,金2,金子 奈美,20845
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=02456&lang=jp,博物館学特論Ⅰ,金2,渡辺 丈彦,02456
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=00453&lang=jp,博物館学特論Ⅴ,金2,後藤 文子 他,00453
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=64452&lang=jp,博物館展示論Ⅱ,金2,坪井 則子,64452
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=98646&lang=jp,心の哲学Ⅰ,金2,田中 泉吏,98646
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=65760&lang=jp,哲学原典研究Ⅰ（独）,金2,飯泉 佑介,65760
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=02729&lang=jp,哲学原典研究Ⅴ（英）,金2,柏端 達也,02729
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｃ,日本語,文/人哲,detail?ttblyr=2023&entno=65611&lang=jp,哲学倫理学特殊ⅠＡ（哲学専攻用）,金2,辻内 宣博,65611
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=09594&lang=jp,心の哲学Ⅱ,金2,田中 泉吏,09594
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=07462&lang=jp,哲学原典研究Ⅱ（独）,金2,飯泉 佑介,07462
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=10594&lang=jp,哲学原典研究Ⅵ（英）,金2,柏端 達也,10594
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｃ,日本語,文/人哲,detail?ttblyr=2023&entno=08325&lang=jp,哲学倫理学特殊ⅡＡ（哲学専攻用）,金2,辻内 宣博,08325
"3, 4",専門教育科目倫理学専攻必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=95154&lang=jp,倫理学の基礎Ⅰ（３・４年生用）,金2,石田 京子,95154
"2, 3, 4",専門教育科目倫理学専攻選択必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=65626&lang=jp,哲学倫理学特殊ⅠＡ（倫理学専攻用）,金2,辻内 宣博,65626
2,専門教育科目倫理学専攻選択必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=22407&lang=jp,倫理学洋書講読Ⅲ（２年生用）,金2,石田 京子,22407
"2, 3, 4",専門教育科目倫理学専攻選択必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=96552&lang=jp,キリスト教概論Ⅰ,金2,山内 志朗,96552
"3, 4",専門教育科目倫理学専攻必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=95169&lang=jp,倫理学の基礎Ⅱ（３・４年生用）,金2,石田 京子,95169
"2, 3, 4",専門教育科目倫理学専攻選択必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=08330&lang=jp,哲学倫理学特殊ⅡＡ（倫理学専攻用）,金2,辻内 宣博,08330
2,専門教育科目倫理学専攻選択必修Ａ,日本語,文/人倫,detail?ttblyr=2023&entno=22411&lang=jp,倫理学洋書講読Ⅳ（２年生用）,金2,石田 京子,22411
"2, 3, 4",専門教育科目倫理学専攻選択必修Ｂ,日本語,文/人倫,detail?ttblyr=2023&entno=08894&lang=jp,キリスト教概論Ⅱ,金2,山内 志朗,08894
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｃ,日本語,文/人美,detail?ttblyr=2023&entno=95192&lang=jp,美学美術史学原典講読Ⅲ（独）（要）,金2,山根 千明,95192
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=97123&lang=jp,芸術学Ｅ,金2,松澤 慶信,97123
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=89497&lang=jp,美学特殊ⅠＡ,金2,鈴木 亘,89497
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=04760&lang=jp,美術史特殊ⅠＡ,金2,新見 隆,04760
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｃ,日本語,文/人美,detail?ttblyr=2023&entno=99934&lang=jp,美学美術史学原典講読Ⅳ（独）（要）,金2,山根 千明,99934
"2, 3, 4",専門教育科目美学美術史学専攻選択必修Ｄ,日本語,文/人美,detail?ttblyr=2023&entno=10833&lang=jp,美術史特殊ⅡＨ,金2,枝村 泰典,10833
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｃ,日本語,文/人日,detail?ttblyr=2023&entno=04679&lang=jp,日本史演習ⅠＩ（セ）,金2,浅見 雅一,04679
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｃ,日本語,文/人日,detail?ttblyr=2023&entno=04683&lang=jp,日本史演習ⅡＩ（セ）,金2,浅見 雅一,04683
"2, 3, 4",専門教育科目東洋史学専攻選択必修Ａ,日本語,文/人東,detail?ttblyr=2023&entno=03319&lang=jp,東洋史特殊ⅠＤ,金2,関 智英,03319
"2, 3, 4",専門教育科目東洋史学専攻選択必修Ａ,日本語,文/人東,detail?ttblyr=2023&entno=07864&lang=jp,東洋史特殊ⅡＪ,金2,冨澤 かな,07864
"2, 3, 4",専門教育科目西洋史学専攻選択必修Ａ,日本語,文/人西,detail?ttblyr=2023&entno=05709&lang=jp,西洋史特殊ⅠＪ,金2,綾辺 昌朋,05709
"2, 3, 4",専門教育科目西洋史学専攻選択必修Ａ,日本語,文/人西,detail?ttblyr=2023&entno=11863&lang=jp,西洋史特殊ⅡＪ,金2,綾辺 昌朋,11863
"2, 3, 4",専門教育科目民族学考古学専攻選択必修Ａ,日本語,文/人民,detail?ttblyr=2023&entno=95101&lang=jp,民族学考古学特殊Ⅲ,金2,佐藤 孝雄 他,95101
"2, 3, 4",専門教育科目民族学考古学専攻選択必修Ａ,日本語,文/人民,detail?ttblyr=2023&entno=99293&lang=jp,民族学考古学特殊ⅩⅤ,金2,山花 京子,99293
"2, 3, 4",専門教育科目民族学考古学専攻選択必修Ａ,日本語,文/人民,detail?ttblyr=2023&entno=09188&lang=jp,民族学考古学特殊Ⅳ,金2,佐藤 孝雄 他,09188
"2, 3, 4",専門教育科目国文学専攻必修Ａ,日本語,文/人国,detail?ttblyr=2023&entno=95336&lang=jp,国文学原典講読Ⅰ（Ｂ）,金2,岡田 一祐,95336
"2, 3, 4",専門教育科目国文学専攻必修Ａ,日本語,文/人国,detail?ttblyr=2023&entno=96366&lang=jp,国文学原典講読Ⅰ（Ｃ）,金2,合山 林太郎,96366
"2, 3, 4",専門教育科目国文学専攻必修Ａ,日本語,文/人国,detail?ttblyr=2023&entno=96681&lang=jp,国文学原典講読Ⅰ（Ａ）,金2,恋田 知子,96681
"2, 3, 4",専門教育科目国文学専攻必修Ａ,日本語,文/人国,detail?ttblyr=2023&entno=96715&lang=jp,国文学原典講読Ⅰ（Ｄ）,金2,栗本 賀世子,96715
"2, 3, 4",専門教育科目国文学専攻選択必修Ｄ,日本語,文/人国,detail?ttblyr=2023&entno=96662&lang=jp,国文学演習Ⅴ（セ）,金2,小川 剛生,96662
"2, 3, 4",専門教育科目国文学専攻必修Ａ,日本語,文/人国,detail?ttblyr=2023&entno=26312&lang=jp,国文学原典講読Ⅱ（Ａ）,金2,岡田 一祐,26312
"2, 3, 4",専門教育科目国文学専攻必修Ａ,日本語,文/人国,detail?ttblyr=2023&entno=39730&lang=jp,国文学原典講読Ⅱ（Ｄ）,金2,恋田 知子,39730
"2, 3, 4",専門教育科目国文学専攻必修Ａ,日本語,文/人国,detail?ttblyr=2023&entno=40065&lang=jp,国文学原典講読Ⅱ（Ｂ）,金2,合山 林太郎,40065
"2, 3, 4",専門教育科目国文学専攻必修Ａ,日本語,文/人国,detail?ttblyr=2023&entno=40505&lang=jp,国文学原典講読Ⅱ（Ｃ）,金2,栗本 賀世子,40505
"2, 3, 4",専門教育科目国文学専攻選択必修Ｄ,日本語,文/人国,detail?ttblyr=2023&entno=96677&lang=jp,国文学演習Ⅵ（セ）,金2,小川 剛生,96677
"2, 3, 4",専門教育科目中国文学専攻選択必修Ａ,日本語,文/人中,detail?ttblyr=2023&entno=02001&lang=jp,中国語学・中国文学演習Ⅲ,金2,高橋 智,02001
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=95814&lang=jp,英語学演習Ⅶ,金2,堀内 ふみ野,95814
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=03778&lang=jp,アカデミック・ライティングⅠＣ,金2,平賀 優子,03778
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=03797&lang=jp,アカデミック・ライティングⅠＤ,金2,新居 達也,03797
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=08359&lang=jp,英語学演習Ⅷ,金2,堀内 ふみ野,08359
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=11825&lang=jp,アカデミック・ライティングⅡＣ,金2,平賀 優子,11825
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=10393&lang=jp,アカデミック・ライティングⅡＤ,金2,新居 達也,10393
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ｃ）,日本語,文/人仏,detail?ttblyr=2023&entno=98153&lang=jp,フランス語学演習Ⅴ,金2,喜田 浩平,98153
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ｃ）,日本語,文/人仏,detail?ttblyr=2023&entno=06633&lang=jp,フランス語学演習Ⅵ,金2,喜田 浩平,06633
"2, 3, 4",専門教育科目図書館・情報学専攻情報メディアコース（必修）(11学則) / 専門教育科目図書館・情報学専攻情報管理コース（選択）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（選択）(11学則),日本語,文/人図,detail?ttblyr=2023&entno=89702&lang=jp,ウェブ情報論,金2,神崎 正英,89702
"2, 3, 4",専門教育科目図書館・情報学専攻情報メディアコース（選択）(11学則) / 専門教育科目図書館・情報学専攻情報管理コース（選択）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（必修）(11学則),日本語,文/人図,detail?ttblyr=2023&entno=89679&lang=jp,大学図書館論,金2,小山 憲司,89679
"2, 3, 4",専門教育科目社会学専攻必修Ｂ,日本語,文/人社,detail?ttblyr=2023&entno=96313&lang=jp,社会調査Ⅰ,金2,竹村 英樹,96313
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=96768&lang=jp,家族・親族論Ⅰ,金2,岡田 あおい,96768
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=65922&lang=jp,社会学特殊Ⅲ,金2,岩舘 豊,65922
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=98010&lang=jp,文化人類学特殊Ⅸ,金2,櫻田 涼子,98010
"2, 3, 4",専門教育科目社会学専攻選択科目,日本語,文/人社,detail?ttblyr=2023&entno=63968&lang=jp,社会学文献研究ⅠＤ,金2,志岐 裕子,63968
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=34886&lang=jp,家族・親族論Ⅱ,金2,岡田 あおい,34886
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=11089&lang=jp,社会学特殊Ⅱ,金2,近兼 路子,11089
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=11457&lang=jp,社会心理学特殊Ⅳ,金2,正木 郁太郎,11457
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=98703&lang=jp,文化人類学特殊Ⅷ,金2,川瀬 由高,98703
"2, 3, 4",専門教育科目社会学専攻選択科目,日本語,文/人社,detail?ttblyr=2023&entno=99786&lang=jp,社会学文献研究ⅡＢ,金2,櫻田 涼子,99786
"2, 3, 4",専門教育科目社会学専攻選択科目,日本語,文/人社,detail?ttblyr=2023&entno=00452&lang=jp,社会学文献研究ⅡＤ,金2,志岐 裕子,00452
"2, 3, 4",専門教育科目心理学専攻必修Ａ,日本語,文/人心,detail?ttblyr=2023&entno=05803&lang=jp,行動・学習心理学,金2,兎田 幸司,05803
"2, 3, 4",専門教育科目心理学専攻選択必修,日本語,文/人心,detail?ttblyr=2023&entno=05837&lang=jp,行動神経科学,金2,兎田 幸司,05837
"2, 3, 4",専門教育科目教育学専攻必修Ｂ,日本語,文/人教,detail?ttblyr=2023&entno=65827&lang=jp,教育学史Ⅰ,金2,真壁 宏幹,65827
"2, 3, 4",専門教育科目教育学専攻必修Ｂ,日本語,文/人教,detail?ttblyr=2023&entno=07993&lang=jp,教育学史Ⅱ,金2,綾井 桜子,07993
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=13388&lang=jp,人間科学特殊ⅩⅩⅦＡ（映像と文化）,金2,丹羽 朋子,13388
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=62187&lang=jp,人間科学特殊ⅣＡ（文化と精神病理）,金2,鵜川 晃,62187
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=64505&lang=jp,人間科学特殊ⅩⅩⅩⅣＡ（認知能力の個人差と社会）,金2,敷島 千鶴,64505
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=82086&lang=jp,英語Ⅲ中級発展（セ）,金3,宇沢 美子,82086
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=97195&lang=jp,英語Ⅲ中級発展（セ）,金3,田嶋 圭一,97195
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=64888&lang=jp,英語Ⅲ上級（セ）,金3,三好 力,64888
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66200&lang=jp,ドイツ語Ⅰ（Ｃ）,金3,ベッカー， アンドレアス,66200
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=00711&lang=jp,ドイツ語Ⅲ（Ｇ）（セ）,金3,宮下 寛司,00711
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=67560&lang=jp,フランス語Ⅰ（Ａ）,金3,能登 省二,67560
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68001&lang=jp,フランス語Ⅰ（Ａ）,金3,上杉 誠,68001
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=66711&lang=jp,中国語Ⅰ（Ｃ）,金3,丁 雷,66711
"2, 3, 4",必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=02748&lang=jp,中国語ⅢＢ（セ）,金3,李 旭,02748
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=67483&lang=jp,スペイン語Ⅰ（Ｃ）,金3,ペラル　ヒガンテ， アルバロ,67483
1,必修語学科目イタリア語,その他,文/人文,detail?ttblyr=2023&entno=67120&lang=jp,イタリア語Ⅰ（Ｃ）,金3,レバリアーティ， ガブリエレ,67120
"2, 3, 4",必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=81811&lang=jp,イタリア語ⅢＡ（セ）,金3,京藤 好男,81811
"2, 3, 4",必修語学科目韓国語,日本語,文/人文,detail?ttblyr=2023&entno=86407&lang=jp,韓国語Ⅲ（Ｂ）（セ）,金3,李 瓊,86407
1,必修語学科目ロシア語,日本語,文/人文,detail?ttblyr=2023&entno=68590&lang=jp,ロシア語Ⅰ（Ｂ）,金3,越野 剛,68590
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=34922&lang=jp,哲学Ⅰ,金3,小山田 圭一,34922
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=26558&lang=jp,美術Ⅰ,金3,内藤 正人,26558
1,総合教育科目人文科学系列,英語,文/人文,detail?ttblyr=2023&entno=95501&lang=jp,文学Ⅰ,金3,迫 桂,95501
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=27698&lang=jp,社会学Ⅰ,金3,菅野 美佐子,27698
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=40389&lang=jp,地理学Ⅰ,金3,長田 進,40389
1,総合教育科目自然科学系列,英語,文/人文,detail?ttblyr=2023&entno=05868&lang=jp,宇宙の科学,金3,フラキ， アントニノ,05868
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=28269&lang=jp,生物学Ⅰ（実験を含む）,"金3,4",上村 佳孝,28269
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=30380&lang=jp,生物学Ⅰ（実験を含む）,"金3,4",新屋 みのり,30380
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=61906&lang=jp,生物学Ⅰ（実験を含む）,"金3,4",渡辺 愛子,61906
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=77658&lang=jp,地学Ⅰ,金3,中村 修子,77658
"2, 3, 4",総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=65133&lang=jp,統計学Ⅰ,金3,久徳 康史,65133
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=00629&lang=jp,物理学Ⅰ（実験を含む）,"金3,4",新田 宗土,00629
1,総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=08194&lang=jp,基礎情報処理（Ｅ）,金3,江藤 正己,08194
"2, 3, 4",総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=03361&lang=jp,スペイン語中級Ⅰ,金3,安藤 万奈,03361
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=13437&lang=jp,現代世界史,金3,剣持 久木,13437
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=13786&lang=jp,現代日本史,金3,酒井 一臣,13786
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=64632&lang=jp,宗教学Ⅰ,金3,志田 雅宏,64632
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=13700&lang=jp,地域文化論Ⅰ,金3,渡辺 裕木,13700
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=80741&lang=jp,東アジア宗教文化概論Ⅲ,金3,岡本 一平,80741
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=63346&lang=jp,博物館学実習Ⅲ（Ａ）,金3,杉村 浩哉 他,63346
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=81792&lang=jp,英語Ⅳ中級発展（セ）,金3,宇沢 美子,81792
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=97200&lang=jp,英語Ⅳ中級発展（セ）,金3,田嶋 圭一,97200
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=65152&lang=jp,英語Ⅳ上級（セ）,金3,三好 力,65152
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66214&lang=jp,ドイツ語Ⅱ（Ｃ）,金3,ベッカー， アンドレアス,66214
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=01230&lang=jp,ドイツ語Ⅳ（Ｇ）（セ）,金3,宮下 寛司,01230
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=67684&lang=jp,フランス語Ⅱ（Ａ）,金3,上杉 誠,67684
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=69027&lang=jp,フランス語Ⅱ（Ａ）,金3,能登 省二,69027
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=66726&lang=jp,中国語Ⅱ（Ｃ）,金3,丁 雷,66726
"2, 3, 4",必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=02752&lang=jp,中国語ⅣＢ（セ）,金3,李 旭,02752
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=66286&lang=jp,スペイン語Ⅱ（Ｃ）,金3,ペラル　ヒガンテ， アルバロ,66286
1,必修語学科目イタリア語,その他,文/人文,detail?ttblyr=2023&entno=67134&lang=jp,イタリア語Ⅱ（Ｃ）,金3,レバリアーティ， ガブリエレ,67134
"2, 3, 4",必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=81826&lang=jp,イタリア語ⅣＡ（セ）,金3,京藤 好男,81826
"2, 3, 4",必修語学科目韓国語,日本語,文/人文,detail?ttblyr=2023&entno=85908&lang=jp,韓国語Ⅳ（Ｂ）（セ）,金3,李 瓊,85908
1,必修語学科目ロシア語,日本語,文/人文,detail?ttblyr=2023&entno=68934&lang=jp,ロシア語Ⅱ（Ｂ）,金3,越野 剛,68934
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=37678&lang=jp,哲学Ⅱ,金3,小山田 圭一,37678
1,総合教育科目人文科学系列,英語,文/人文,detail?ttblyr=2023&entno=08006&lang=jp,文学Ⅱ,金3,迫 桂,08006
